ticker,date,open,high,low,close
PELI,2025-06-12,10.0,10.0,9.95,9.97
PELI,2025-06-13,9.9,9.95,9.9,9.95
PELI,2025-06-16,9.97,9.97,9.97,9.97
PELI,2025-06-17,9.94,9.98,9.94,9.96
PELI,2025-06-18,9.97,9.97,9.9663,9.9692
PELI,2025-06-20,9.96,9.96,9.96,9.96
PELI,2025-06-23,8.98,9.98,8.98,9.96
PELI,2025-06-24,10.01,10.02,10.0,10.01
PELI,2025-06-25,10.0054,10.0201,10.001,10.01
PELI,2025-06-26,10.0,10.03,10.0,10.03
PELI,2025-06-27,10.0,10.03,10.0,10.0173
PELI,2025-06-30,10.03,10.03,10.03,10.03
PELI,2025-07-01,10.0,10.0,10.0,10.0
PELI,2025-07-02,9.99,9.99,9.99,9.99
PELI,2025-07-03,10.01,10.01,10.01,10.01
PELI,2025-07-07,10.01,10.02,10.01,10.01
PELI,2025-07-08,10.0,10.01,9.99,9.99
PELI,2025-07-09,9.98,10.01,9.98,10.01
PELI,2025-07-10,10.01,10.01,10.01,10.01
PELI,2025-07-11,10.0,10.005,10.0,10.005
PELI,2025-07-14,10.01,10.02,10.0,10.0
PELI,2025-07-15,10.01,10.01,9.98,9.98
PELI,2025-07-16,10.01,10.01,10.01,10.01
PELI,2025-07-17,10.01,10.02,10.0,10.02
PELI,2025-07-18,10.02,10.04,10.02,10.03
PELI,2025-07-21,10.02,10.02,10.02,10.02
PELI,2025-07-22,10.02,10.02,9.9905,10.015
PELI,2025-07-23,10.025,10.05,10.02,10.02
PELI,2025-07-24,10.03,10.03,10.01,10.01
PELI,2025-07-25,10.015,10.025,10.0,10.025
PELI,2025-07-28,10.0,10.05,10.0,10.05
PELI,2025-07-29,10.0,10.0,10.0,10.0
PELI,2025-07-30,9.99,10.0075,9.99,10.0075
PELI,2025-08-01,10.0,10.0,10.0,10.0
PELI,2025-08-04,10.015,10.025,9.99,9.99
PELI,2025-08-05,10.02,10.025,10.0,10.0
PELI,2025-08-06,10.018,10.018,10.01,10.01
PELI,2025-08-07,10.02,10.02,10.0,10.01
PELI,2025-08-08,10.03,10.03,10.02,10.02
PELI,2025-08-11,10.02,10.02,10.02,10.02
PELI,2025-08-12,10.03,10.03,10.01,10.01
PELI,2025-08-13,10.03,10.03,10.01,10.01
PELI,2025-08-14,10.01,10.01,10.01,10.01
PELI,2025-08-15,10.015,10.015,10.01,10.01
PELI,2025-08-18,10.0,10.005,9.9999,10.005
PELI,2025-08-19,10.0051,10.015,10.005,10.015
PELI,2025-08-20,10.0298,10.03,10.015,10.015
PELI,2025-08-21,10.03,10.03,10.015,10.015
PELI,2025-08-22,10.02,10.02,10.01,10.01
PELI,2025-08-25,10.01,10.01,10.01,10.01
PELI,2025-08-26,10.01,10.03,10.01,10.03
PELI,2025-08-27,10.01,10.01,10.01,10.01
PELI,2025-08-28,10.01,10.02,10.01,10.02
PELI,2025-08-29,10.02,10.03,10.02,10.03
PELI,2025-09-02,10.03,10.03,10.02,10.02
PELI,2025-09-03,10.03,10.03,10.02,10.03
PELI,2025-09-04,10.02,10.02,10.01,10.01
PELI,2025-09-05,10.03,10.03,10.03,10.03
PELI,2025-09-08,10.038,10.04,10.03,10.035
PELI,2025-09-09,10.03,10.03,10.03,10.03
PELI,2025-09-10,10.05,10.05,10.03,10.03
PELI,2025-09-11,10.0389,10.0389,10.02,10.02
PELI,2025-09-12,10.04,10.04,10.03,10.03
PELI,2025-09-15,10.05,10.05,10.03,10.03
PELI,2025-09-16,10.03,10.04,10.03,10.03
PELI,2025-09-17,10.04,10.0457,10.04,10.0457
PELI,2025-09-18,10.04,10.04,10.04,10.04
PELI,2025-09-19,10.04,10.045,10.03,10.03
PELI,2025-09-22,10.05,10.06,10.04,10.05
PELI,2025-09-23,10.0401,10.0405,10.0401,10.0405
PELI,2025-09-24,10.05,10.055,10.05,10.05
PELI,2025-09-25,10.05,10.05,10.05,10.05
PELI,2025-09-26,10.05,10.05,10.05,10.05
PELI,2025-09-29,10.05,10.06,10.05,10.06
PELI,2025-09-30,10.06,10.06,10.06,10.06
PELI,2025-10-01,10.06,10.07,10.06,10.0635
PELI,2025-10-02,10.06,10.07,10.06,10.06
PELI,2025-10-03,10.06,10.07,10.06,10.06
PELI,2025-10-06,10.07,10.08,10.06,10.07
PELI,2025-10-07,10.07,10.0824,10.07,10.0824
PELI,2025-10-08,10.07,10.07,10.06,10.06
PELI,2025-10-10,10.09,10.09,10.06,10.09
PELI,2025-10-13,10.06,10.06,10.06,10.06
PELI,2025-10-14,10.089,10.11,10.089,10.1027
PELI,2025-10-15,10.09,10.09,10.08,10.09
PELI,2025-10-16,10.09,10.11,10.09,10.11
PELI,2025-10-17,10.09,10.11,10.09,10.11
PELI,2025-10-20,10.09,10.11,10.09,10.095
PELI,2025-10-21,10.0907,10.11,10.09,10.11
PELI,2025-10-22,10.11,10.12,10.11,10.11
PELI,2025-10-23,10.1,10.105,10.1,10.105
PELI,2025-10-24,10.1,10.11,10.1,10.11
PELI,2025-10-27,10.09,10.12,10.09,10.12
PELI,2025-10-28,10.12,10.12,10.09,10.0965
PELI,2025-10-30,10.0835,10.091,10.08,10.09
PELI,2025-10-31,10.115,10.115,10.11,10.11
PELI,2025-11-03,10.11,10.12,10.11,10.115
PELI,2025-11-04,10.12,10.12,10.12,10.12
PELI,2025-11-05,10.13,10.13,10.13,10.13
PELI,2025-11-06,10.14,10.15,10.13,10.15
PELI,2025-11-07,10.15,10.19,10.15,10.18
PELI,2025-11-10,10.14,10.17,10.14,10.17
PELI,2025-11-11,10.17,10.19,10.17,10.17
PELI,2025-11-12,10.18,10.185,10.18,10.18
PELI,2025-11-13,10.15,10.15,10.15,10.15
PELI,2025-11-14,10.17,10.17,10.15,10.16
PELI,2025-11-17,10.17,10.1755,10.14,10.14
PELI,2025-11-18,10.12,10.13,10.12,10.13
PELI,2025-11-19,10.14,10.14,10.13,10.1397
PELI,2025-11-20,10.13,10.13,10.13,10.13
PELI,2025-11-21,10.17,10.17,10.13,10.13
PELI,2025-11-24,10.12,10.135,10.12,10.135
PELI,2025-11-26,10.14,10.14,10.13,10.13
PELI,2025-11-28,10.12,10.12,10.12,10.12
PELI,2025-12-01,10.17,10.17,10.17,10.17
PELI,2025-12-02,10.17,10.17,10.15,10.15
PELI,2025-12-03,10.13,10.13,10.13,10.13
PELI,2025-12-04,10.12,10.145,10.09,10.14
PELI,2025-12-05,10.14,10.14,10.14,10.14
PELI,2025-12-08,10.14,10.15,10.14,10.15
PELI,2025-12-09,10.14,10.1493,10.13,10.1493
