ticker,date,open,high,low,close
WENN,2025-07-07,10.2,10.29,10.19,10.29
WENN,2025-07-08,10.25,10.325,10.23,10.29
WENN,2025-07-09,10.3,10.4,10.24,10.34
WENN,2025-07-10,10.29,10.345,10.27,10.33
WENN,2025-07-11,10.32,10.32,10.27,10.32
WENN,2025-07-14,10.31,10.31,10.27,10.285
WENN,2025-07-15,10.28,10.33,10.27,10.3
WENN,2025-07-16,10.35,10.35,10.28,10.32
WENN,2025-07-17,10.28,10.38,10.28,10.3
WENN,2025-07-18,10.27,10.34,10.245,10.34
WENN,2025-07-21,10.28,10.3,10.27,10.28
WENN,2025-07-22,10.28,10.34,10.28,10.29
WENN,2025-07-23,10.2908,10.33,10.25,10.3
WENN,2025-07-24,10.3018,10.35,10.3,10.3
WENN,2025-07-25,10.3,10.3,10.29,10.3
WENN,2025-07-28,10.29,10.33,10.29,10.305
WENN,2025-07-29,10.28,10.29,10.28,10.29
WENN,2025-07-30,10.3,10.3,10.25,10.25
WENN,2025-07-31,10.26,10.26,10.23,10.25
WENN,2025-08-01,10.23,10.26,10.23,10.26
WENN,2025-08-04,10.24,10.25,10.24,10.25
WENN,2025-08-05,10.24,10.26,10.23,10.25
WENN,2025-08-06,10.2821,10.29,10.2,10.235
WENN,2025-08-07,10.23,10.3,9.67,10.215
WENN,2025-08-08,10.1876,10.22,10.1876,10.19
WENN,2025-08-11,10.1501,10.215,10.15,10.21
WENN,2025-08-12,10.16,10.17,10.15,10.15
WENN,2025-08-13,10.1575,10.21,10.06,10.083
WENN,2025-08-14,10.11,10.25,10.11,10.17
WENN,2025-08-15,10.1101,10.17,10.1101,10.13
WENN,2025-08-18,10.18,10.18,10.091,10.105
WENN,2025-08-19,10.1,10.11,10.09,10.11
WENN,2025-08-20,10.105,10.14,10.1,10.14
WENN,2025-08-21,10.1359,10.1499,10.11,10.135
WENN,2025-08-22,10.111,10.14,10.1,10.13
WENN,2025-08-25,10.12,10.14,10.12,10.14
WENN,2025-08-26,10.12,10.14,10.12,10.13
WENN,2025-08-27,10.13,10.15,10.12,10.13
WENN,2025-08-28,10.17,10.18,10.13,10.14
WENN,2025-08-29,10.18,10.18,10.13,10.13
WENN,2025-09-02,10.13,10.14,10.13,10.13
WENN,2025-09-03,10.15,10.15,10.13,10.13
WENN,2025-09-04,10.1302,10.1302,10.13,10.13
WENN,2025-09-05,10.13,10.13,10.12,10.12
WENN,2025-09-08,10.14,10.145,10.14,10.14
WENN,2025-09-09,10.15,10.16,10.14,10.15
WENN,2025-09-10,10.196,10.196,10.14,10.14
WENN,2025-09-11,10.148,10.16,10.14,10.14
WENN,2025-09-12,10.1752,10.18,10.16,10.18
WENN,2025-09-15,10.14,10.18,10.14,10.17
WENN,2025-09-16,10.15,10.17,10.14,10.15
WENN,2025-09-17,10.1844,10.1893,10.15,10.16
WENN,2025-09-18,10.19,10.19,10.15,10.165
WENN,2025-09-19,10.19,10.19,10.15,10.165
WENN,2025-09-22,10.1501,10.1593,10.1,10.12
WENN,2025-09-23,10.15,10.15,10.11,10.12
WENN,2025-09-24,10.13,10.13,10.12,10.13
WENN,2025-09-25,10.111,10.12,10.1,10.11
WENN,2025-09-26,10.11,10.15,10.11,10.11
WENN,2025-09-29,10.14,10.15,10.1,10.13
WENN,2025-09-30,10.14,10.15,10.12,10.12
WENN,2025-10-01,10.15,10.19,10.15,10.17
WENN,2025-10-02,10.1605,10.19,10.16,10.16
WENN,2025-10-03,10.2,10.2,10.15,10.15
WENN,2025-10-06,10.151,10.2,10.15,10.19
WENN,2025-10-07,10.2,10.23,10.15,10.19
WENN,2025-10-08,10.2,10.2,10.18,10.18
WENN,2025-10-09,10.21,10.2299,10.18,10.2
WENN,2025-10-13,10.1985,10.2,10.17,10.185
WENN,2025-10-14,10.17,10.23,10.17,10.22
WENN,2025-10-15,10.21,10.37,10.21,10.34
WENN,2025-10-16,10.35,10.35,10.28,10.28
WENN,2025-10-17,10.35,10.35,10.33,10.33
WENN,2025-10-20,10.35,10.35,10.29,10.3
WENN,2025-10-21,10.33,10.33,10.28,10.28
WENN,2025-10-22,10.33,10.33,10.22,10.2299
WENN,2025-10-23,10.29,10.29,10.24,10.24
WENN,2025-10-24,10.3,10.31,10.26,10.27
WENN,2025-10-27,10.28,10.31,10.25,10.25
WENN,2025-10-28,10.29,10.29,10.25,10.25
WENN,2025-10-29,10.2519,10.26,10.245,10.25
WENN,2025-10-30,10.29,10.29,10.24,10.25
WENN,2025-10-31,10.24,10.24,10.24,10.24
WENN,2025-11-03,10.25,10.29,10.225,10.225
WENN,2025-11-04,10.25,10.25,10.22,10.22
WENN,2025-11-05,10.26,10.26,10.22,10.22
WENN,2025-11-06,10.26,10.26,10.21,10.23
WENN,2025-11-07,10.23,10.25,10.23,10.25
WENN,2025-11-10,10.25,10.25,10.21,10.24
WENN,2025-11-11,10.24,10.24,10.21,10.21
WENN,2025-11-12,10.22,10.24,10.21,10.23
WENN,2025-11-13,10.25,10.25,10.21,10.22
WENN,2025-11-14,10.25,10.25,10.19,10.2
WENN,2025-11-17,10.2,10.2,10.18,10.18
WENN,2025-11-18,10.18,10.2,10.18,10.2
WENN,2025-11-19,10.18,10.22,10.17,10.17
WENN,2025-11-20,10.165,10.17,10.13,10.15
WENN,2025-11-21,10.13,10.15,10.12,10.125
WENN,2025-11-24,10.12,10.1299,10.12,10.1299
WENN,2025-11-25,10.11,10.145,10.1,10.135
WENN,2025-11-26,10.115,10.12,10.11,10.115
WENN,2025-11-28,10.1191,10.12,10.11,10.115
WENN,2025-12-01,10.1106,10.13,10.11,10.12
WENN,2025-12-02,10.11,10.12,10.11,10.115
WENN,2025-12-03,10.11,10.13,10.11,10.115
WENN,2025-12-04,10.13,10.15,10.109,10.115
WENN,2025-12-05,10.11,10.12,10.11,10.11
WENN,2025-12-08,10.12,10.12,10.1,10.115
WENN,2025-12-09,10.11,10.115,10.11,10.11
WENN,2025-12-10,10.11,10.12,10.1,10.115
WENN,2025-12-11,10.11,10.11,10.11,10.11
WENN,2025-12-12,10.12,10.12,10.11,10.11
WENN,2025-12-15,10.11,10.12,10.11,10.11
WENN,2025-12-16,10.12,10.12,10.11,10.11
WENN,2025-12-17,10.13,10.13,10.11,10.11
WENN,2025-12-18,10.1,10.13,10.1,10.11
WENN,2025-12-19,10.115,10.115,10.11,10.11
WENN,2025-12-22,10.11,10.115,10.095,10.1
WENN,2025-12-23,10.12,10.12,10.095,10.1
WENN,2025-12-24,10.1,10.12,10.09,10.1
WENN,2025-12-26,10.105,10.105,10.1,10.1
WENN,2025-12-29,10.105,10.105,10.1,10.1
WENN,2025-12-30,10.105,10.11,10.1,10.1
WENN,2025-12-31,10.1,10.1,10.09,10.1
WENN,2026-01-02,10.11,10.1155,10.09,10.1
WENN,2026-01-05,10.1,10.105,10.1,10.105
WENN,2026-01-06,10.105,10.12,10.1,10.11
WENN,2026-01-07,10.12,10.12,10.11,10.11
WENN,2026-01-08,10.12,10.14,10.115,10.13
WENN,2026-01-09,10.121,10.13,10.12,10.12
WENN,2026-01-12,10.12,10.13,10.12,10.12
WENN,2026-01-13,10.125,10.14,10.11,10.12
WENN,2026-01-14,10.14,10.145,10.13,10.13
WENN,2026-01-15,10.14,10.14,10.12,10.12
WENN,2026-01-16,10.13,10.1316,10.13,10.13
WENN,2026-01-20,10.13,10.14,10.13,10.135
WENN,2026-01-21,10.14,10.19,10.14,10.16
WENN,2026-01-22,10.13,10.15,10.13,10.15
WENN,2026-01-23,10.15,10.16,10.15,10.15
WENN,2026-01-26,10.155,10.19,10.155,10.17
WENN,2026-01-27,10.17,10.17,10.16,10.17
WENN,2026-01-28,10.16,10.18,10.16,10.17
WENN,2026-01-29,10.18,10.18,10.16,10.16
WENN,2026-01-30,10.16,10.16,10.16,10.16
WENN,2026-02-02,10.16,10.18,10.16,10.18
